DATE,CPD_ID,SERIES_ID,SMILES,pKi,LogD (pH 7.40),Solubility (pH 7.40) (uM)
2001-11-23,CPD_24,Indole,O=C(NC1CCN(c2ccnc(Cl)n2)CC1)c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,6.701146923590293,3.331,2.1
2001-11-23,CPD_25,Indole,O=C(NC1CCN(CC(F)(F)F)CC1)c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,5.986741334716483,4.567,1.3
2001-11-23,CPD_26,Indole,CN1CCC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.397940008672037,2.01,210.0
2001-11-26,CPD_27,Indole,O=CN1CCC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,5.693256366234817,2.671,2.4
2001-11-26,CPD_28,Azole12,O=C(NCC1CCN(c2ccncc2)CC1)c1cc(-c2cccs2)nn1Cc1cc(-c2ccc(Cl)s2)on1,6.773723468385536,1.527,89.0
2001-11-27,CPD_29,Azole12,CCc1nc(C)c(C(=O)NC2CCN(C(C)C)CC2)n1Cc1cc(-c2ccc(Cl)s2)on1,8.048455006504028,1.78,1500.0
2001-11-30,CPD_30,Azole12,CC(C)N1CCC(CNC(=O)c2cc(-c3cccs3)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,6.796304547764633,1.808,140.0
2001-11-30,CPD_31,Indole,O=C(NC1CCN(c2ccncn2)CC1)c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,7.011962634190062,3.217,2.8
2001-11-30,CPD_32,Azole12,O=C(NC1CCN(c2ccncc2)CC1)c1cc(-c2cccs2)nn1Cc1cc(-c2ccc(Cl)s2)on1,6.694217998955937,1.159,160.0
2001-12-03,CPD_33,Indole,CC(C)N1CCC(NC(=O)c2cc3ccccc3n2Cc2csc(-c3ccc(Cl)cc3)n2)CC1,5.565750547603524,3.106,54.0
2001-12-03,CPD_34,Indole,COc1ccc(C#N)c2c1c(C#N)c(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,8.849485002168008,1.064,26.0
2001-12-04,CPD_35,Azole12,CCc1nc(C(=O)NC2CCN(C(C)C)CC2)c(C)n1Cc1cc(-c2ccc(Cl)s2)on1,6.27490547891853,1.954,980.0
2001-12-04,CPD_36,Indole,CC(C)N1CCC(NC(=O)c2c(C#N)c3cc(S(C)(=O)=O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,8.173393743112328,-0.347,140.0
2001-12-07,CPD_37,Indole,CC(C)N1CCC(NC(=O)c2cc3cc(C#N)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,8.698970004336019,1.433,130.0
2001-12-07,CPD_38,Indole,CC(C)N1CCC(NC(=O)c2cc3cc(Br)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,8.056754637413759,2.851,68.0
2001-12-07,CPD_39,Indole,CC(C)N1CCC(NC(=O)c2cc3c(Br)cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.824875990832918,2.781,71.0
2001-12-10,CPD_40,Benzamidine,N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C2CCCCC2)cc1,5.523748203992966,-1.912,540.0
2002-02-01,CPD_41,Azole12,Cc1c(C(=O)NC2CCN(C(C)C)CC2)nc(I)n1Cc1cc(-c2ccc(Cl)s2)on1,5.837734385701978,2.4,180.0
2002-02-06,CPD_42,Orthobenzamide,CC(C)N1CCC(NC(=O)c2ccccc2CNC(=O)c2ccc(Cl)s2)CC1,5.497436330892636,1.206,11000.0
2002-02-11,CPD_43,Indole,O=C(c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1)N1CCC(Oc2ccncc2)CC1,5.527243550682787,3.739,1.1
2002-02-11,CPD_44,Azole12,COC[C@H]1CN(S(=O)(=O)c2cc3ccc(Cl)cc3s2)CC(=O)N1Cc1nc(C(=O)N(C)C)cs1,7.102930322116111,3.096,6800.0
2002-02-14,CPD_45,Azole12,CC(C)N1CCC(NC(=O)c2c(I)c(-c3cccs3)nn2Cc2ccc(Cl)cc2)CC1,5.677160727313678,2.447,140.0
2002-02-14,CPD_46,Indole,O=C(Nc1ccc(-c2c[nH]cn2)cc1)c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,5.0,4.299,0.0
2002-02-19,CPD_47,Indole,O=C(Nc1nc(-c2cccnc2)cs1)c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,5.0,5.297,0.1
2002-02-19,CPD_48,Azole12,CC(C)N1CCC(NC(=O)c2c(Cl)nc(-c3ccccc3)n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,8.154901959985743,1.816,72.0
2002-02-19,CPD_49,Azole12,CC(C)N1CCC(NC(=O)c2cnc(C3CC3)n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,8.320964014511848,1.167,770.0
2002-02-22,CPD_50,Orthobenzamide,O=C(NCc1ccccc1C(=O)NC1CCN(c2ccncc2)CC1)c1ccc(Cl)s1,7.193820026016112,0.914,11000.0
2002-02-27,CPD_51,Azole12,CN(C)C(=O)c1csc(CN2C(=O)CN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)C[C@@H]2CO)n1,6.826813731587725,2.459,20000.0
2002-02-27,CPD_52,Oxybenzamide,O=C(NCC1CCN(c2ccncc2)CC1)c1cc(OCCc2ccc(Cl)cc2Cl)cc(C(=O)N2CCOCC2)c1,6.630784142589857,1.133,3800.0
2002-02-27,CPD_53,Oxybenzamide,O=C(NCC1CCN(c2ccncc2)CC1)c1cc(OCCc2ccc(Cl)cc2Cl)cc(C(=O)NC2CC2)c1,6.887358284952778,1.538,470.0
2002-02-27,CPD_54,Oxybenzamide,O=C(NCC1CCN(c2ccncc2)CC1)c1cc(OCCc2ccc(Cl)cc2Cl)cc(C(=O)N2CCCC2)c1,6.607530959308953,2.115,750.0
2002-02-27,CPD_55,Azole12,CC(C)N1CCC(NC(=O)c2c(C#N)c(-c3cccs3)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.991483330350609,1.174,29.0
2002-02-27,CPD_56,Oxybenzamide,O=C(NCC1CCN(c2ccncc2)CC1)c1cc(OCCc2ccc(Cl)cc2Cl)cc(C(=O)NC2CCC2)c1,6.742858976069811,2.103,290.0
2002-03-05,CPD_57,Indole,CCN1CC[C@H](NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)C1,6.758720411114758,1.624,680.0
2002-03-05,CPD_58,Indole,CCN1CC[C@@H](NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)C1,7.002643507284214,1.624,680.0
2002-03-05,CPD_59,Azole12,CC(C)N1CCC(NC(=O)c2c(Cl)nc(C3CC3)n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,5.587707490676953,1.389,170.0
2002-03-05,CPD_60,Indole,CC(C)N1CC[C@@H](NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)C1,7.315392071294927,1.909,390.0
2002-03-05,CPD_61,Azole12,CC(C)N1CCC(NC(=O)c2cnc(-c3c(F)cccc3F)n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.745398738834448,0.831,650.0
2002-03-05,CPD_62,Azole12,COCc1nc(C(=O)NC2CCN(C(C)C)CC2)cn1Cc1cc(-c2ccc(Cl)s2)on1,6.0333890133180645,0.89,6300.0
2002-03-06,CPD_63,Indole,CC(C)N1CC[C@H](NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)C1,6.9935813876474135,1.909,390.0
2002-03-07,CPD_64,Azole12,CC(C)N1CCC(NC(=O)c2cnc(-c3c(Cl)cccc3Cl)n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.248104658471409,1.889,38.0
2002-03-07,CPD_65,Azole12,CC(C)c1ncc(C(=O)NC2CCN(C(C)C)CC2)n1Cc1cc(-c2ccc(Cl)s2)on1,6.595166283380061,1.681,1300.0
2002-03-07,CPD_66,Azole12,CC(C)N1CCC(NC(=O)c2c(I)c(-c3cccs3)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,6.86005250999418,2.518,16.0
2002-03-07,CPD_67,Azole12,CC(C)N1CCC(NC(=O)c2cnc(C3CCCC3)n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,5.399027104313252,2.292,270.0
2002-03-07,CPD_68,Azole12,COCCc1ncc(C(=O)NC2CCN(C(C)C)CC2)n1Cc1cc(-c2ccc(Cl)s2)on1,6.396855627379817,0.809,6600.0
2002-03-13,CPD_69,Azole12,CC(C)N1CCC(NC(=O)c2cnc(-c3ccccn3)n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,6.950781977329818,0.476,1200.0
2002-03-13,CPD_70,Azole12,Cc1c(C(=O)NC2CCN(C(C)C)CC2)nc(-c2ccccc2)n1Cc1cc(-c2ccc(Cl)s2)on1,5.946084445385981,2.132,95.0
2002-03-13,CPD_71,Azole12,Cc1nc(-c2ccccc2)n(Cc2cc(-c3ccc(Cl)s3)on2)c1C(=O)NC1CCN(C(C)C)CC1,8.154901959985743,1.958,140.0
2002-03-13,CPD_72,Azole12,CC(C)N1CCC(NC(=O)c2cnc(-c3cccc(C(F)(F)F)c3)n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,5.0,2.574,19.0
2002-03-13,CPD_73,Indole,CCC(CC)N1CCC(NC(=O)c2cc3ccccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,6.657406898566469,3.315,49.0
2002-03-14,CPD_74,Azole12,CC(C)N1CCC(NC(=O)c2cnc(-c3cccnc3)n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,6.4461169733561245,0.454,1200.0
2002-03-18,CPD_75,Azole12,Cc1nc(-c2nc(C(=O)NC3CCN(C(C)C)CC3)cn2Cc2cc(-c3ccc(Cl)s3)on2)cs1,5.6058986979599545,0.595,250.0
2002-03-18,CPD_76,Azole12,Cc1nc(-c2ncc(C(=O)NC3CCN(C(C)C)CC3)n2Cc2cc(-c3ccc(Cl)s3)on2)cs1,6.614930223668065,0.426,360.0
2002-03-19,CPD_77,Azole12,CC(C)N1CCC(NC(=O)c2c(C#N)c(-c3cccs3)nn2Cc2ccc(Cl)cc2)CC1,6.562249437179611,1.14,240.0
2002-04-09,CPD_78,Ketopiperazine,O=C1CN(S(=O)(=O)c2cc3ccc(Cl)nc3s2)CCN1Cc1nc(-c2ccncc2)cs1,6.045757490560675,3.77,580.0
2002-04-15,CPD_79,Azole12,COc1ccccc1-c1nc(C)c(C(=O)NC2CCN(C(C)C)CC2)n1Cc1cc(-c2ccc(Cl)s2)on1,8.045757490560675,1.692,190.0
2002-04-15,CPD_80,Azole12,CC(C)N1CCC(NC(=O)c2cn(Cc3cc(-c4ccc(Cl)s4)on3)cn2)CC1,5.0,0.783,31000.0
2002-04-15,CPD_81,Azole12,Cc1nc(I)n(Cc2cc(-c3ccc(Cl)s3)on2)c1C(=O)NC1CCN(C(C)C)CC1,8.999999999999998,2.224,270.0
2002-04-15,CPD_82,Indole,CC(C)OC(=O)c1c(C(=O)NC2CCN(C(C)C)CC2)n(Cc2cc(-c3ccc(Cl)s3)on2)c2ccccc12,6.087246696328676,2.343,95.0
2002-04-17,CPD_83,Indole,CC(C)N1CCC(NC(=O)c2cc3ccccc3n2CC(=O)Nc2ccc(Cl)cc2)CC1,8.382284904254718,1.359,3800.0
2002-04-19,CPD_84,Azole12,CCS(=O)(=O)c1ncc(C(=O)NC2CCN(C(C)C)CC2)n1Cc1cc(-c2ccc(Cl)s2)on1,8.190440285364732,0.061,730.0
2002-04-19,CPD_85,Indole,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)O)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,8.066773694013417,1.328,5.5
2002-04-24,CPD_86,Indole,O=C(NCC1CC(C(=O)N2CCCC2)=NO1)c1cc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,5.0,1.879,5.1
2002-05-07,CPD_87,Azole12,CC(C)N1CCC(NC(=O)c2c(Br)nc(Br)n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,8.33106679567245,1.755,210.0
2002-05-17,CPD_88,Oxybenzamide,O=C(NCc1cccnc1)c1cc(OCCc2ccc(Cl)cc2Cl)cc(C(=O)NCC2CCN(c3ccncc3)CC2)c1,6.817230424998281,1.765,1400.0
2002-05-17,CPD_89,Oxybenzamide,O=C(NCC1CC1)c1cc(OCCc2ccc(Cl)cc2Cl)cc(C(=O)NCC2CCN(c3ccncc3)CC2)c1,6.772120898447931,2.07,360.0
2002-05-17,CPD_90,Oxybenzamide,O=C(NCc1ccccc1)c1cc(OCCc2ccc(Cl)cc2Cl)cc(C(=O)NCC2CCN(c3ccncc3)CC2)c1,6.37010036392823,3.258,140.0
2002-05-28,CPD_91,Azole12,CC(C)N1CCC(NC(=O)c2cn(Cc3cc(-c4ccc(Cl)s4)on3)c(C3CC3)n2)CC1,5.791593416950319,1.341,510.0
2002-05-29,CPD_92,Indole,CC(C)N1CCC(NC(=O)c2cc3cc(F)cc(F)c3n2CC(=O)Nc2ccc(Cl)cn2)CC1,9.040958607678906,1.299,1100.0
2002-06-10,CPD_93,Azole12,Cc1nc(Br)n(Cc2cc(-c3ccc(Cl)s3)on2)c1C(=O)NC1CCN(C(C)C)CC1,8.507484463655029,1.74,290.0
2002-06-10,CPD_94,Azole13,CC(C)N1CCC(NC(=O)c2cn(Cc3cc(-c4ccc(Cl)s4)on3)nc2C(F)(F)F)CC1,5.918206383328987,1.951,340.0
2002-06-10,CPD_95,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)O)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,6.669626816816912,-0.895,60.0
2002-06-10,CPD_96,Azole12,COC(=O)c1cc(C(=O)NC2CCN(C(C)C)CC2)nn1Cc1cc(-c2ccc(Cl)s2)on1,7.078262808506476,0.089,2400.0
2002-06-10,CPD_97,Azole12,COC(=O)c1cc(C(=O)NC2CCN(C(C)C)CC2)n(Cc2cc(-c3ccc(Cl)s3)on2)n1,7.715305553449248,-0.089,3700.0
2002-06-10,CPD_98,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)NC3CCN(C(C)C)CC3)n(Cc3cc(-c4ccc(Cl)s4)on3)n2)CC1,6.559227888809878,-2.091,290000.0
2002-06-14,CPD_99,Indole,CC(C)OC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,7.471547574331763,2.832,69.0
2002-06-14,CPD_100,Azole12,Cc1c(C(=O)NC2CCN(C(C)C)CC2)nc(C(N)=O)n1Cc1cc(-c2ccc(Cl)s2)on1,5.688891529173099,0.308,740.0
2002-06-20,CPD_101,Azole12,O=C(NC1CC1)c1csc(CN2CCN(S(=O)(=O)c3cc4ccc(Cl)nc4s3)CC2=O)n1,5.7594507517174,2.407,810.0
2002-06-20,CPD_102,Azole12,CON(C)C(=O)c1csc(CN2CCN(S(=O)(=O)c3cc4ccc(Cl)nc4s3)CC2=O)n1,7.028220592785361,2.618,73.0
2002-06-20,CPD_103,Azole12,O=C1CN(S(=O)(=O)c2cc3ccc(Cl)nc3s2)CCN1Cc1nc(C(=O)N2CCOCC2)cs1,5.994175020426477,1.073,10000.0
2002-07-19,CPD_104,Azole12,COCc1ncc(C(=O)NC2CCN(C(C)C)CC2)n1Cc1cc(-c2ccc(Cl)s2)on1,7.3509956613905,0.715,9400.0
2002-07-19,CPD_105,Indole,COC(=O)c1cnc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,7.2605000233640835,1.87,470.0
2002-07-19,CPD_106,Indole,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)O)cnc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.167789964261591,1.423,1.8
2002-07-23,CPD_107,Azole12,CCOC(=O)c1cc(C(=O)NC2CCN(C(C)C)CC2)n(Cc2cc(-c3ccc(Cl)s3)on2)n1,6.8414121001014205,0.444,1700.0
2002-07-24,CPD_108,Indole,CC(C)N1CCC(CNC(=O)c2cc3ccccc3n2CC(=O)Nc2ccc(Cl)cc2)CC1,5.962175249411658,1.748,3500.0
2002-07-26,CPD_109,Oxybenzamide,Cc1c(OCCc2ccc(Cl)cc2)cc(C(=O)NCC2CCN(c3ccncc3)CC2)cc1C(=O)O,6.969454293887232,2.505,2.5
2002-07-31,CPD_110,Oxybenzamide,O=C(NCC1CCN(c2ccncc2)CC1)c1cc(OCCc2ccc(Cl)cc2)c(Cl)c(C(=O)O)c1,6.969470639367752,2.309,3.4
2002-08-05,CPD_111,Indole,CC(C)N1CCC(NC(=O)c2cc3cc([N+](=O)[O-])ccc3n2CC(=O)Nc2ccc(Cl)cc2)CC1,8.316201076514838,1.144,1000.0
2002-08-12,CPD_112,Indole,COC(=O)c1ccc2c(c1)cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,8.289073048374048,1.96,260.0
2002-08-12,CPD_113,Indole,CC(C)N1CCC(NC(=O)c2c(CC(=O)Nc3ccc(Cl)cc3)c3ccccc3n2C)CC1,7.412129606601271,0.964,4300.0
2002-08-23,CPD_114,Indole,CC(C)N1CCC(NC(=O)c2cc3c(Cl)c(N)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.960398519885564,1.719,87.0
2002-08-23,CPD_115,Indole,CCOC(=O)CN(C(=O)c1cc2cccc(C)c2n1Cc1cc(-c2ccc(Cl)s2)on1)C1CCN(C(C)C)CC1,7.859349885724248,3.202,290.0
2002-08-23,CPD_116,Indole,O=C(NC1CCN(c2ccncn2)CC1)c1nc2ccccc2n1Cc1cc(-c2ccc(Cl)s2)on1,7.230311819465926,3.606,0.7
2002-08-23,CPD_117,Indole,CC(C)N1CCC(NC(=O)c2cc3cc(C(=O)OCOC(=O)C(C)(C)C)ccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.450565180700016,3.152,47.0
2002-08-23,CPD_118,Indole,Cc1cccc2cc(C(=O)N(CC(=O)O)C3CCN(C(C)C)CC3)n(Cc3cc(-c4ccc(Cl)s4)on3)c12,8.279241194037198,1.8,2.7
2002-08-23,CPD_119,Azole12,CNC(=O)c1cc(C(=O)NC2CCN(C(C)C)CC2)n(Cc2cc(-c3ccc(Cl)s3)on2)n1,7.159208332148738,-1.424,19000.0
2002-08-23,CPD_120,Azole12,CNC(=O)c1cc(C(=O)NC2CCN(C(C)C)CC2)nn1Cc1cc(-c2ccc(Cl)s2)on1,7.131046514774511,-1.246,13000.0
2002-08-23,CPD_121,Azole12,CC(C)N1CCC(NC(=O)c2cc(C(=O)NCCO)nn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.055146774991371,-1.932,62000.0
2002-09-06,CPD_122,Azole12,Cc1nc(C(N)=O)n(Cc2cc(-c3ccc(Cl)s3)on2)c1C(=O)NC1CCN(C(C)C)CC1,7.718575262292294,0.133,1100.0
2002-09-06,CPD_123,Indole,CCOC(=O)CN(C(=O)c1cc2c(C)ccc(C)c2n1Cc1cc(-c2ccc(Cl)s2)on1)C1CCN(C(C)C)CC1,7.677671420554276,3.659,170.0
2002-09-06,CPD_124,Indole,CCOC(=O)CN(C(=O)c1cc2c(C(F)(F)F)cccc2n1Cc1cc(-c2ccc(Cl)s2)on1)C1CCN(C(C)C)CC1,6.922038393275356,3.361,120.0
2002-09-06,CPD_125,Azole12,CC(C)N1CCC(NC(=O)c2nn(Cc3cc(-c4ccc(Cl)s4)on3)cc2C#N)CC1,6.8416381100451655,-0.166,930.0
2002-09-06,CPD_126,Indole,CC(C)N1CCC(N(CC(=O)O)C(=O)c2cc3c(C(F)(F)F)cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,6.762657370673825,1.911,2.3
2002-09-06,CPD_127,Indole,CC(C)N1CCC(N(CC(=O)O)C(=O)c2cc3c(Cl)ccc(Cl)c3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.222642889964725,2.457,1.0
2002-09-06,CPD_128,Azole12,CC(C)N1CCC(NC(=O)c2c(C#N)cnn2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.00397018043508,-0.346,1400.0
2002-09-06,CPD_129,Azole12,CC(C)N1CCC(NC(=O)c2c(C#N)cnn2CC(=O)Nc2ccc(Cl)cc2)CC1,6.37765309344949,-0.629,9700.0
2002-09-06,CPD_130,Indole,CC(C)N1CCC(NC(=O)c2cc3cc(Cl)cc(Cl)c3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.831270768706286,3.32,13.0
2002-09-09,CPD_131,Indole,CC(C)N1CCC(NC(=O)c2cc3c(Cl)ccc(Cl)c3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.614121695156434,3.165,14.0
2002-09-09,CPD_132,Indole,CC(C)N1CCC(NC(=O)c2cc3c(C(F)(F)F)cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.820450583449319,2.572,90.0
2002-09-09,CPD_133,Indole,CC(C)N1CCC(NC(=O)c2cc3c(Cl)cccc3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,8.155098480520284,2.601,74.0
2002-09-09,CPD_134,Indole,CCOC(=O)CN(C(=O)c1cc2c(OC)ccc(OC)c2n1Cc1cc(-c2ccc(Cl)s2)on1)C1CCN(C(C)C)CC1,7.5836386249572785,2.691,400.0
2002-09-09,CPD_135,Indole,Cc1ccc(C)c2c1cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,8.871424808971499,2.871,130.0
2002-09-09,CPD_136,Indole,CC(C)N1CCC(N(CC(=O)O)C(=O)c2cc3cc(Cl)cc(Cl)c3n2Cc2cc(-c3ccc(Cl)s3)on2)CC1,7.131899738240257,2.627,0.8
2002-09-09,CPD_137,Indole,COc1ccc(OC)c2c1cc(C(=O)NC1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,8.215195180349216,1.902,290.0
2002-09-09,CPD_138,Indole,CCOC(=O)CN(C(=O)c1cc2cc(Cl)cc(Cl)c2n1Cc1cc(-c2ccc(Cl)s2)on1)C1CCN(C(C)C)CC1,7.051387515806839,4.111,16.0
2002-09-09,CPD_139,Indole,CCOC(=O)CN(C(=O)c1cc2c(Cl)ccc(Cl)c2n1Cc1cc(-c2ccc(Cl)s2)on1)C1CCN(C(C)C)CC1,7.080116199004453,3.955,18.0
2002-09-09,CPD_140,Indole,CCOC(=O)CN(C(=O)c1cc2c(Cl)cccc2n1Cc1cc(-c2ccc(Cl)s2)on1)C1CCN(C(C)C)CC1,7.2869264915063985,3.39,93.0
2002-09-12,CPD_141,Indole,COc1ccc(OC)c2c1cc(C(=O)N(CC(=O)O)C1CCN(C(C)C)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,7.699335444751886,1.22,2.4
